Product_ID,Date,Base_Cost,Price,Competitor_Price,Inventory,Units_Demanded,Competitor_Delta,Margin,Price_Cost_Ratio,Inventory_Pressure,Day_Week,Month,Week_Year,rolling_demand_7,rolling_demand_30,lag_1,lag_7,lag_30
P1,2024-01-18,15.48,27.61,29.2,143,114,1.5899999999999999,12.129999999999999,1.7835917312661498,0,3,1,3,104.28571428571429,107.44444444444444,166.0,123.0,0.0
P1,2024-01-19,15.48,28.86,27.94,102,90,-0.9199999999999982,13.379999999999999,1.8643410852713178,0,4,1,3,98.28571428571429,106.52631578947368,114.0,132.0,0.0
P1,2024-01-20,15.48,28.48,27.27,187,92,-1.2100000000000009,13.0,1.8397932816537468,0,5,1,3,95.0,105.8,90.0,115.0,0.0
P1,2024-01-21,15.48,29.44,29.32,131,69,-0.120000000000001,13.96,1.9018087855297159,0,6,1,3,98.28571428571429,104.04761904761905,92.0,46.0,0.0
P1,2024-01-22,15.48,24.98,29.14,150,176,4.16,9.5,1.6136950904392764,0,0,1,4,105.57142857142857,107.31818181818181,69.0,125.0,0.0
P1,2024-01-23,15.48,27.04,25.61,197,125,-1.4299999999999997,11.559999999999999,1.7467700258397931,0,1,1,4,118.85714285714286,108.08695652173913,176.0,32.0,0.0
P1,2024-01-24,15.48,26.67,30.63,133,139,3.9599999999999973,11.190000000000001,1.7228682170542635,0,2,1,4,115.0,109.375,125.0,166.0,0.0
P1,2024-01-25,15.48,30.37,28.2,51,53,-2.1700000000000017,14.89,1.9618863049095607,0,3,1,4,106.28571428571429,107.12,139.0,114.0,0.0
P1,2024-01-26,15.48,28.7,27.75,67,84,-0.9499999999999993,13.219999999999999,1.8540051679586562,0,4,1,4,105.42857142857143,106.23076923076923,53.0,90.0,0.0
P1,2024-01-27,15.48,29.02,28.24,181,80,-0.7800000000000011,13.54,1.8746770025839792,0,5,1,4,103.71428571428571,105.25925925925925,84.0,92.0,0.0
P1,2024-01-28,15.48,27.31,28.42,136,123,1.110000000000003,11.829999999999998,1.7642118863049094,0,6,1,4,111.42857142857143,105.89285714285714,80.0,69.0,0.0
P1,2024-01-29,15.48,28.46,28.64,50,95,0.17999999999999972,12.98,1.8385012919896642,0,0,1,5,99.85714285714286,105.51724137931035,123.0,176.0,0.0
P1,2024-01-30,15.48,29.23,29.45,128,78,0.21999999999999886,13.75,1.8882428940568474,0,1,1,5,93.14285714285714,104.6,95.0,125.0,0.0
P1,2024-01-31,15.48,27.23,25.63,27,121,-1.6000000000000014,11.75,1.7590439276485788,1,2,1,5,90.57142857142857,105.1,78.0,139.0,106.0
P1,2024-02-01,15.48,28.06,27.25,99,112,-0.8099999999999987,12.579999999999998,1.8126614987080103,0,3,2,5,99.0,106.23333333333333,121.0,53.0,78.0
P1,2024-02-02,15.48,31.81,30.66,188,15,-1.1499999999999986,16.33,2.054909560723514,0,4,2,5,89.14285714285714,103.0,112.0,84.0,112.0
P1,2024-02-03,15.48,27.51,26.47,70,118,-1.0400000000000027,12.030000000000001,1.7771317829457365,0,5,2,5,94.57142857142857,103.13333333333334,15.0,80.0,114.0
P1,2024-02-04,15.48,30.71,30.33,136,46,-0.38000000000000256,15.23,1.9838501291989663,0,6,2,5,83.57142857142857,100.6,118.0,123.0,122.0
P1,2024-02-05,15.48,28.26,25.58,126,108,-2.6800000000000033,12.780000000000001,1.8255813953488373,0,0,2,6,85.42857142857143,101.56666666666666,46.0,95.0,79.0
P1,2024-02-06,15.48,29.79,25.41,132,72,-4.379999999999999,14.309999999999999,1.9244186046511627,0,1,2,6,84.57142857142857,99.23333333333333,108.0,78.0,142.0
P1,2024-02-07,15.48,30.16,28.99,107,57,-1.1700000000000017,14.68,1.9483204134366925,0,2,2,6,75.42857142857143,97.3,72.0,121.0,115.0
P1,2024-02-08,15.48,28.96,29.35,110,88,0.39000000000000057,13.48,1.8708010335917313,0,3,2,6,72.0,97.0,57.0,112.0,97.0
P1,2024-02-09,15.48,27.3,28.46,37,134,1.1600000000000001,11.82,1.7635658914728682,0,4,2,6,89.0,97.6,88.0,15.0,116.0
P1,2024-02-10,15.48,28.59,30.94,121,98,2.3500000000000014,13.11,1.8468992248062015,0,5,2,6,86.14285714285714,96.76666666666667,134.0,118.0,123.0
P1,2024-02-11,15.48,31.11,25.59,148,33,-5.52,15.629999999999999,2.00968992248062,0,6,2,6,84.28571428571429,93.46666666666667,98.0,46.0,132.0
P1,2024-02-12,15.48,31.47,25.74,90,27,-5.73,15.989999999999998,2.0329457364341086,0,0,2,7,72.71428571428571,90.53333333333333,33.0,108.0,115.0
P1,2024-02-13,15.48,31.8,30.19,22,15,-1.6099999999999994,16.32,2.054263565891473,1,1,2,7,64.57142857142857,89.5,27.0,72.0,46.0
P1,2024-02-14,15.48,28.71,26.44,185,93,-2.2699999999999996,13.23,1.8546511627906976,0,2,2,7,69.71428571428571,88.43333333333334,15.0,57.0,125.0
P1,2024-02-15,15.48,29.86,28.97,153,65,-0.8900000000000006,14.379999999999999,1.9289405684754521,0,3,2,7,66.42857142857143,89.53333333333333,93.0,88.0,32.0
P1,2024-02-16,15.48,28.0,25.73,127,108,-2.2699999999999996,12.52,1.8087855297157622,0,4,2,7,62.714285714285715,87.6,65.0,134.0,166.0
P1,2024-02-17,15.48,27.21,29.62,140,131,2.41,11.73,1.7577519379844961,0,5,2,7,67.42857142857143,88.16666666666667,108.0,98.0,114.0
P1,2024-02-18,15.48,27.08,28.07,128,125,0.990000000000002,11.599999999999998,1.7493540051679586,0,6,2,7,80.57142857142857,89.33333333333333,131.0,33.0,90.0
P1,2024-02-19,15.48,30.69,28.94,66,48,-1.75,15.21,1.9825581395348837,0,0,2,8,83.57142857142857,87.86666666666666,125.0,27.0,92.0
P1,2024-02-20,15.48,27.97,28.32,39,112,0.3500000000000014,12.489999999999998,1.8068475452196382,0,1,2,8,97.42857142857143,89.3,48.0,15.0,69.0
P1,2024-02-21,15.48,30.1,28.27,114,61,-1.8300000000000018,14.620000000000001,1.9444444444444444,0,2,2,8,92.85714285714286,85.46666666666667,112.0,93.0,176.0
P1,2024-02-22,15.48,29.51,30.51,46,74,1.0,14.030000000000001,1.9063307493540051,0,3,2,8,94.14285714285714,83.76666666666667,61.0,65.0,125.0
P1,2024-02-23,15.48,26.52,25.94,20,140,-0.5799999999999983,11.04,1.7131782945736433,1,4,2,8,98.71428571428571,83.8,74.0,108.0,139.0
P1,2024-02-24,15.48,31.79,30.3,67,20,-1.4899999999999984,16.31,2.0536175710594313,0,5,2,8,82.85714285714286,82.7,140.0,131.0,53.0
P1,2024-02-25,15.48,26.54,28.84,119,143,2.3000000000000007,11.059999999999999,1.714470284237726,0,6,2,8,85.42857142857143,84.66666666666667,20.0,125.0,84.0
P1,2024-02-26,15.48,25.13,27.73,146,178,2.6000000000000014,9.649999999999999,1.6233850129198966,0,0,2,9,104.0,87.93333333333334,143.0,48.0,80.0
P1,2024-02-27,15.48,27.89,29.81,146,120,1.9199999999999982,12.41,1.8016795865633075,0,1,2,9,105.14285714285714,87.83333333333333,178.0,112.0,123.0
P1,2024-02-28,15.48,26.63,29.12,95,138,2.490000000000002,11.149999999999999,1.720284237726098,0,2,2,9,116.14285714285714,89.26666666666667,120.0,61.0,95.0
P1,2024-02-29,15.48,27.58,28.99,183,118,1.4100000000000001,12.099999999999998,1.7816537467700257,0,3,2,9,122.42857142857143,90.6,138.0,74.0,78.0
P1,2024-03-01,15.48,27.74,25.81,166,120,-1.9299999999999997,12.259999999999998,1.7919896640826871,0,4,3,9,119.57142857142857,90.56666666666666,118.0,140.0,121.0
P1,2024-03-02,15.48,29.93,28.69,117,62,-1.2399999999999984,14.45,1.9334625322997416,0,5,3,9,125.57142857142857,88.9,120.0,20.0,112.0
P1,2024-03-03,15.48,28.54,27.11,33,97,-1.4299999999999997,13.059999999999999,1.8436692506459946,0,6,3,9,119.0,91.63333333333334,62.0,143.0,15.0
P1,2024-03-04,15.48,28.08,26.25,133,112,-1.8299999999999983,12.599999999999998,1.813953488372093,0,0,3,10,109.57142857142857,91.43333333333334,97.0,178.0,118.0
P1,2024-03-05,15.48,27.51,26.51,119,126,-1.0,12.030000000000001,1.7771317829457365,0,1,3,10,110.42857142857143,94.1,112.0,120.0,46.0
P1,2024-03-06,15.48,27.84,29.98,142,120,2.1400000000000006,12.36,1.7984496124031006,0,2,3,10,107.85714285714286,94.5,126.0,138.0,108.0
P1,2024-03-07,15.48,26.69,28.82,197,150,2.129999999999999,11.21,1.7241602067183464,0,3,3,10,112.42857142857143,97.1,120.0,118.0,72.0
P1,2024-03-08,15.48,27.53,27.23,27,127,-0.3000000000000007,12.05,1.778423772609819,1,4,3,10,113.42857142857143,99.43333333333334,150.0,120.0,57.0
P1,2024-03-09,15.48,27.41,25.77,126,128,-1.6400000000000006,11.93,1.770671834625323,0,5,3,10,122.85714285714286,100.76666666666667,127.0,62.0,88.0
P1,2024-03-10,15.48,27.85,26.51,176,114,-1.3399999999999999,12.370000000000001,1.799095607235142,0,6,3,10,125.28571428571429,100.1,128.0,97.0,134.0
P1,2024-03-11,15.48,29.6,27.03,23,77,-2.5700000000000003,14.120000000000001,1.9121447028423773,1,0,3,11,120.28571428571429,99.4,114.0,112.0,98.0
P1,2024-03-12,15.48,27.66,26.03,101,125,-1.629999999999999,12.18,1.7868217054263567,0,1,3,11,120.14285714285714,102.46666666666667,77.0,126.0,33.0
P1,2024-03-13,15.48,27.48,29.42,95,125,1.9400000000000013,12.0,1.7751937984496124,0,2,3,11,120.85714285714286,105.73333333333333,125.0,120.0,27.0
P1,2024-03-14,15.48,28.4,28.2,125,106,-0.1999999999999993,12.919999999999998,1.8346253229974159,0,3,3,11,114.57142857142857,108.76666666666667,125.0,150.0,15.0
P1,2024-03-15,15.48,30.04,26.57,166,63,-3.469999999999999,14.559999999999999,1.9405684754521964,0,4,3,11,105.42857142857143,107.76666666666667,106.0,127.0,93.0
P1,2024-03-16,15.48,28.28,27.28,45,108,-1.0,12.8,1.82687338501292,0,5,3,11,102.57142857142857,109.2,63.0,128.0,65.0
P1,2024-03-17,15.48,28.06,27.81,196,111,-0.25,12.579999999999998,1.8126614987080103,0,6,3,11,102.14285714285714,109.3,108.0,114.0,108.0
P1,2024-03-18,15.48,27.31,29.46,90,131,2.150000000000002,11.829999999999998,1.7642118863049094,0,0,3,12,109.85714285714286,109.3,111.0,77.0,131.0
P1,2024-03-19,15.48,30.53,27.66,112,51,-2.870000000000001,15.05,1.9722222222222223,0,1,3,12,99.28571428571429,106.83333333333333,131.0,125.0,125.0
P1,2024-03-20,15.48,25.89,25.59,64,169,-0.3000000000000007,10.41,1.6724806201550388,0,2,3,12,105.57142857142857,110.86666666666666,51.0,125.0,48.0
P1,2024-03-21,15.48,31.78,29.22,48,20,-2.5600000000000023,16.3,2.05297157622739,0,3,3,12,93.28571428571429,107.8,169.0,106.0,112.0
P1,2024-03-22,15.48,29.2,30.06,117,82,0.8599999999999994,13.719999999999999,1.8863049095607234,0,4,3,12,96.0,108.5,20.0,63.0,61.0
P1,2024-03-23,15.48,29.28,26.51,128,80,-2.7699999999999996,13.8,1.8914728682170543,0,5,3,12,92.0,108.7,82.0,108.0,74.0
P1,2024-03-24,15.48,28.73,29.45,198,97,0.7199999999999989,13.25,1.8559431524547803,0,6,3,12,90.0,107.26666666666667,80.0,111.0,140.0
P1,2024-03-25,15.48,29.33,25.97,140,78,-3.3599999999999994,13.849999999999998,1.8947028423772607,0,0,3,13,82.42857142857143,109.2,97.0,131.0,20.0
P1,2024-03-26,15.48,30.2,27.27,181,63,-2.9299999999999997,14.719999999999999,1.9509043927648577,0,1,3,13,84.14285714285714,106.53333333333333,78.0,51.0,143.0
P1,2024-03-27,15.48,27.69,26.54,115,121,-1.1500000000000021,12.21,1.7887596899224807,0,2,3,13,77.28571428571429,104.63333333333334,63.0,169.0,178.0
P1,2024-03-28,15.48,27.7,29.11,178,120,1.4100000000000001,12.219999999999999,1.7894056847545219,0,3,3,13,91.57142857142857,104.63333333333334,121.0,20.0,120.0
P1,2024-03-29,15.48,28.54,26.11,73,99,-2.4299999999999997,13.059999999999999,1.8436692506459946,0,4,3,13,94.0,103.33333333333333,120.0,82.0,138.0
P1,2024-03-30,15.48,25.44,26.14,26,180,0.6999999999999993,9.96,1.6434108527131783,1,5,3,13,108.28571428571429,105.4,99.0,80.0,118.0
P1,2024-03-31,15.48,26.6,30.19,135,152,3.59,11.120000000000001,1.7183462532299743,0,6,3,13,116.14285714285714,106.46666666666667,180.0,97.0,120.0
P1,2024-04-01,15.48,28.49,27.32,67,107,-1.1699999999999982,13.009999999999998,1.840439276485788,0,0,4,14,120.28571428571429,107.96666666666667,152.0,78.0,62.0
P1,2024-04-02,15.48,28.39,30.52,65,106,2.129999999999999,12.91,1.8339793281653747,0,1,4,14,126.42857142857143,108.26666666666667,107.0,63.0,97.0
P1,2024-04-03,15.48,28.03,26.89,136,118,-1.1400000000000006,12.55,1.8107235142118863,0,2,4,14,126.0,108.46666666666667,106.0,121.0,112.0
P1,2024-04-04,15.48,28.78,29.83,74,104,1.0499999999999972,13.3,1.8591731266149871,0,3,4,14,123.71428571428571,107.73333333333333,118.0,120.0,126.0
P1,2024-04-05,15.48,27.99,30.89,168,112,2.900000000000002,12.509999999999998,1.8081395348837208,0,4,4,14,125.57142857142857,107.46666666666667,104.0,99.0,120.0
P1,2024-04-06,15.48,30.95,30.44,94,47,-0.509999999999998,15.469999999999999,1.9993540051679586,0,5,4,14,106.57142857142857,104.03333333333333,112.0,180.0,150.0
P1,2024-04-07,15.48,29.05,29.67,88,88,0.620000000000001,13.57,1.8766149870801034,0,6,4,14,97.42857142857143,102.73333333333333,47.0,152.0,127.0
P1,2024-04-08,15.48,27.03,28.02,109,137,0.9899999999999984,11.55,1.746124031007752,0,0,4,15,101.71428571428571,103.03333333333333,88.0,107.0,128.0
P1,2024-04-09,15.48,28.41,30.33,100,107,1.9199999999999982,12.93,1.8352713178294573,0,1,4,15,101.85714285714286,102.8,137.0,106.0,114.0
P1,2024-04-10,15.48,28.1,26.96,74,111,-1.1400000000000006,12.620000000000001,1.8152454780361758,0,2,4,15,100.85714285714286,103.93333333333334,107.0,118.0,77.0
P1,2024-04-11,15.48,28.78,25.97,81,96,-2.8100000000000023,13.3,1.8591731266149871,0,3,4,15,99.71428571428571,102.96666666666667,111.0,104.0,125.0
P1,2024-04-12,15.48,27.64,29.93,105,128,2.289999999999999,12.16,1.7855297157622738,0,4,4,15,102.0,103.06666666666666,96.0,112.0,125.0
P1,2024-04-13,15.48,27.8,26.3,20,122,-1.5,12.32,1.7958656330749354,1,5,4,15,112.71428571428571,103.6,128.0,47.0,106.0
P1,2024-04-14,15.48,28.57,26.22,126,104,-2.3500000000000014,13.09,1.8456072351421189,0,6,4,15,115.0,104.96666666666667,122.0,88.0,63.0
P1,2024-04-15,15.48,30.11,26.1,61,65,-4.009999999999998,14.629999999999999,1.9450904392764856,0,0,4,16,104.71428571428571,103.53333333333333,104.0,137.0,108.0
P1,2024-04-16,15.48,30.68,28.01,197,51,-2.669999999999998,15.2,1.9819121447028423,0,1,4,16,96.71428571428571,101.53333333333333,65.0,107.0,111.0
P1,2024-04-17,15.48,25.73,26.64,182,171,0.9100000000000001,10.25,1.6621447028423773,0,2,4,16,105.28571428571429,102.86666666666666,51.0,111.0,131.0
P1,2024-04-18,15.48,27.72,27.6,84,119,-0.11999999999999744,12.239999999999998,1.7906976744186045,0,3,4,16,108.57142857142857,105.13333333333334,171.0,96.0,51.0
P1,2024-04-19,15.48,27.98,26.19,34,112,-1.7899999999999991,12.5,1.8074935400516796,0,4,4,16,106.28571428571429,103.23333333333333,119.0,128.0,169.0
P1,2024-04-20,15.48,25.82,28.25,136,167,2.4299999999999997,10.34,1.6679586563307494,0,5,4,16,112.71428571428571,108.13333333333334,112.0,122.0,20.0
P1,2024-04-21,15.48,27.21,25.42,155,140,-1.7899999999999991,11.73,1.7577519379844961,0,6,4,16,117.85714285714286,110.06666666666666,167.0,104.0,82.0
P1,2024-04-22,15.48,28.26,26.18,106,111,-2.080000000000002,12.780000000000001,1.8255813953488373,0,0,4,17,124.42857142857143,111.1,140.0,65.0,80.0
P1,2024-04-23,15.48,27.94,26.11,107,113,-1.8300000000000018,12.46,1.8049095607235142,0,1,4,17,133.28571428571428,111.63333333333334,111.0,51.0,97.0
P1,2024-04-24,15.48,30.23,26.15,169,61,-4.080000000000002,14.75,1.952842377260982,0,2,4,17,117.57142857142857,111.06666666666666,113.0,171.0,78.0
P1,2024-04-25,15.48,25.66,28.28,110,170,2.620000000000001,10.18,1.6576227390180878,0,3,4,17,124.85714285714286,114.63333333333334,61.0,119.0,63.0
P1,2024-04-26,15.48,26.19,27.44,27,156,1.25,10.71,1.6918604651162792,1,4,4,17,131.14285714285714,115.8,170.0,112.0,121.0
P1,2024-04-27,15.48,27.97,26.27,183,115,-1.6999999999999993,12.489999999999998,1.8068475452196382,0,5,4,17,123.71428571428571,115.63333333333334,156.0,167.0,120.0
P1,2024-04-28,15.48,27.86,28.92,111,118,1.0600000000000023,12.379999999999999,1.7997416020671835,0,6,4,17,120.57142857142857,116.26666666666667,115.0,140.0,99.0
P1,2024-04-29,15.48,28.7,25.68,52,96,-3.0199999999999996,13.219999999999999,1.8540051679586562,0,0,4,18,118.42857142857143,113.46666666666667,118.0,111.0,180.0
P1,2024-04-30,15.48,25.53,30.84,126,178,5.309999999999999,10.05,1.6492248062015504,0,1,4,18,127.71428571428571,114.33333333333333,96.0,113.0,152.0
P1,2024-05-01,15.48,27.74,28.9,71,126,1.1600000000000001,12.259999999999998,1.7919896640826871,0,2,5,18,137.0,114.96666666666667,178.0,61.0,107.0
P1,2024-05-02,15.48,27.24,25.73,150,130,-1.509999999999998,11.759999999999998,1.75968992248062,0,3,5,18,131.28571428571428,115.76666666666667,126.0,170.0,106.0
P1,2024-05-03,15.48,27.98,25.59,113,111,-2.3900000000000006,12.5,1.8074935400516796,0,4,5,18,124.85714285714286,115.53333333333333,130.0,156.0,118.0
P1,2024-05-04,15.48,29.59,29.77,105,73,0.17999999999999972,14.11,1.9114987080103358,0,5,5,18,118.85714285714286,114.5,111.0,115.0,104.0
P1,2024-05-05,15.48,28.92,27.3,88,91,-1.620000000000001,13.440000000000001,1.8682170542635659,0,6,5,18,115.0,113.8,73.0,118.0,112.0
P1,2024-05-06,15.48,29.5,28.88,148,83,-0.620000000000001,14.02,1.9056847545219637,0,0,5,19,113.14285714285714,115.0,91.0,96.0,47.0
P1,2024-05-07,15.48,30.94,29.32,171,45,-1.620000000000001,15.46,1.9987080103359174,0,1,5,19,94.14285714285714,113.56666666666666,83.0,178.0,88.0
P1,2024-05-08,15.48,26.43,30.92,113,151,4.490000000000002,10.95,1.7073643410852712,0,2,5,19,97.71428571428571,114.03333333333333,45.0,126.0,137.0
P1,2024-05-09,15.48,29.76,27.48,158,67,-2.280000000000001,14.280000000000001,1.9224806201550388,0,3,5,19,88.71428571428571,112.7,151.0,130.0,107.0
P1,2024-05-10,15.48,27.82,28.97,62,117,1.1499999999999986,12.34,1.797157622739018,0,4,5,19,89.57142857142857,112.9,67.0,111.0,111.0
P1,2024-05-11,15.48,28.04,28.8,40,113,0.7600000000000016,12.559999999999999,1.8113695090439275,0,5,5,19,95.28571428571429,113.46666666666667,117.0,73.0,96.0
P1,2024-05-12,15.48,29.37,27.3,41,84,-2.0700000000000003,13.89,1.8972868217054264,0,6,5,19,94.28571428571429,112.0,113.0,91.0,128.0
P1,2024-05-13,15.48,25.31,28.42,21,179,3.110000000000003,9.829999999999998,1.6350129198966408,1,0,5,20,108.0,113.9,84.0,83.0,122.0
P1,2024-05-14,15.48,24.3,28.74,29,208,4.439999999999998,8.82,1.569767441860465,1,1,5,20,131.28571428571428,117.36666666666666,179.0,45.0,104.0
P1,2024-05-15,15.48,28.72,25.78,34,99,-2.9399999999999977,13.239999999999998,1.8552971576227388,0,2,5,20,123.85714285714286,118.5,208.0,151.0,65.0
P1,2024-05-16,15.48,25.71,30.87,182,170,5.16,10.23,1.6608527131782946,0,3,5,20,138.57142857142858,122.46666666666667,99.0,67.0,51.0
P1,2024-05-17,15.48,25.38,26.39,128,175,1.0100000000000016,9.899999999999999,1.63953488372093,0,4,5,20,146.85714285714286,122.6,170.0,117.0,171.0
P1,2024-05-18,15.48,28.92,25.45,177,93,-3.4700000000000024,13.440000000000001,1.8682170542635659,0,5,5,20,144.0,121.73333333333333,175.0,113.0,119.0
P1,2024-05-19,15.48,26.03,28.8,118,165,2.7699999999999996,10.55,1.6815245478036176,0,6,5,20,155.57142857142858,123.5,93.0,84.0,112.0
P1,2024-05-20,15.48,27.88,27.82,41,116,-0.05999999999999872,12.399999999999999,1.801033591731266,0,0,5,21,146.57142857142858,121.8,165.0,179.0,167.0
P1,2024-05-21,15.48,28.99,26.49,186,90,-2.5,13.509999999999998,1.8727390180878551,0,1,5,21,129.71428571428572,120.13333333333334,116.0,208.0,140.0
P1,2024-05-22,15.48,27.66,30.1,187,122,2.4400000000000013,12.18,1.7868217054263567,0,2,5,21,133.0,120.5,90.0,99.0,111.0
P1,2024-05-23,15.48,30.89,27.98,146,46,-2.91,15.41,1.9954780361757105,0,3,5,21,115.28571428571429,118.26666666666667,122.0,170.0,113.0
P1,2024-05-24,15.48,29.72,27.09,81,75,-2.629999999999999,14.239999999999998,1.9198966408268732,0,4,5,21,101.0,118.73333333333333,46.0,175.0,61.0
P1,2024-05-25,15.48,29.89,29.23,153,68,-0.6600000000000001,14.41,1.9308785529715762,0,5,5,21,97.42857142857143,115.33333333333333,75.0,93.0,170.0
P1,2024-05-26,15.48,28.39,26.03,178,106,-2.3599999999999994,12.91,1.8339793281653747,0,6,5,21,89.0,113.66666666666667,68.0,165.0,156.0
P1,2024-05-27,15.48,25.78,27.88,140,164,2.099999999999998,10.3,1.665374677002584,0,0,5,22,95.85714285714286,115.3,106.0,116.0,115.0
P1,2024-05-28,15.48,29.08,29.92,37,92,0.8400000000000034,13.599999999999998,1.8785529715762272,0,1,5,22,96.14285714285714,114.43333333333334,164.0,90.0,118.0
P1,2024-05-29,15.48,29.98,29.24,178,65,-0.740000000000002,14.5,1.9366925064599483,0,2,5,22,88.0,113.4,92.0,122.0,96.0
P1,2024-05-30,15.48,30.98,25.96,129,41,-5.02,15.5,2.001291989664083,0,3,5,22,87.28571428571429,108.83333333333333,65.0,46.0,178.0
P1,2024-05-31,15.48,25.97,30.68,195,164,4.710000000000001,10.489999999999998,1.6776485788113693,0,4,5,22,100.0,110.1,41.0,75.0,126.0
P1,2024-06-01,15.48,29.16,26.43,110,79,-2.7300000000000004,13.68,1.8837209302325582,0,5,6,22,101.57142857142857,108.4,164.0,68.0,130.0
P1,2024-06-02,15.48,27.4,27.27,83,125,-0.129999999999999,11.919999999999998,1.7700258397932815,0,6,6,22,104.28571428571429,108.86666666666666,79.0,106.0,111.0
P1,2024-06-03,15.48,27.28,25.85,39,121,-1.4299999999999997,11.8,1.7622739018087856,0,0,6,23,98.14285714285714,110.46666666666667,125.0,164.0,73.0
P1,2024-06-04,15.48,23.76,25.94,124,211,2.1799999999999997,8.280000000000001,1.5348837209302326,0,1,6,23,115.14285714285714,114.46666666666667,121.0,92.0,91.0
P1,2024-06-05,15.48,24.04,27.29,20,210,3.25,8.559999999999999,1.5529715762273901,1,2,6,23,135.85714285714286,118.7,211.0,65.0,83.0
P1,2024-06-06,15.48,29.73,29.24,172,73,-0.490000000000002,14.25,1.9205426356589148,0,3,6,23,140.42857142857142,119.63333333333334,210.0,41.0,45.0
P1,2024-06-07,15.48,29.37,25.87,134,81,-3.5,13.89,1.8972868217054264,0,4,6,23,128.57142857142858,117.3,73.0,164.0,151.0
P1,2024-06-08,15.48,27.87,26.51,152,113,-1.3599999999999994,12.39,1.800387596899225,0,5,6,23,133.42857142857142,118.83333333333333,81.0,79.0,67.0
P1,2024-06-09,15.48,27.39,26.15,188,123,-1.240000000000002,11.91,1.7693798449612403,0,6,6,23,133.14285714285714,119.03333333333333,113.0,125.0,117.0
P1,2024-06-10,15.48,26.55,25.83,125,142,-0.7200000000000024,11.07,1.7151162790697674,0,0,6,24,136.14285714285714,120.0,123.0,121.0,113.0
P1,2024-06-11,15.48,30.93,27.04,136,34,-3.8900000000000006,15.45,1.998062015503876,0,1,6,24,110.85714285714286,118.33333333333333,142.0,211.0,84.0
P1,2024-06-12,15.48,28.82,27.73,138,93,-1.0899999999999999,13.34,1.8617571059431524,0,2,6,24,94.14285714285714,115.46666666666667,34.0,210.0,179.0
P1,2024-06-13,15.48,25.89,26.89,104,155,1.0,10.41,1.6724806201550388,0,3,6,24,105.85714285714286,113.7,93.0,73.0,208.0
