Product_ID,Date,Base_Cost,Price,Competitor_Price,Inventory,Units_Demanded
P1,2024-02-29,15.48,27.58,28.99,183,118
P1,2024-03-01,15.48,27.74,25.81,166,120
P1,2024-03-02,15.48,29.93,28.69,117,62
P1,2024-03-03,15.48,28.54,27.11,33,97
P1,2024-03-04,15.48,28.08,26.25,133,112
P1,2024-03-05,15.48,27.51,26.51,119,126
P1,2024-03-06,15.48,27.84,29.98,142,120
P1,2024-03-07,15.48,26.69,28.82,197,150
P1,2024-03-08,15.48,27.53,27.23,27,127
P1,2024-03-09,15.48,27.41,25.77,126,128
P1,2024-03-10,15.48,27.85,26.51,176,114
P1,2024-03-11,15.48,29.60,27.03,23,77
P1,2024-03-12,15.48,27.66,26.03,101,125
P1,2024-03-13,15.48,27.48,29.42,95,125
P1,2024-03-14,15.48,28.40,28.20,125,106
P1,2024-03-15,15.48,30.04,26.57,166,63
P1,2024-03-16,15.48,28.28,27.28,45,108
P1,2024-03-17,15.48,28.06,27.81,196,111
P1,2024-03-18,15.48,27.31,29.46,90,131
P1,2024-03-19,15.48,30.53,27.66,112,51
P1,2024-03-20,15.48,25.89,25.59,64,169
P1,2024-03-21,15.48,31.78,29.22,48,20
P1,2024-03-22,15.48,29.20,30.06,117,82
P1,2024-03-23,15.48,29.28,26.51,128,80
P1,2024-03-24,15.48,28.73,29.45,198,97
P1,2024-03-25,15.48,29.33,25.97,140,78
P1,2024-03-26,15.48,30.20,27.27,181,63
P1,2024-03-27,15.48,27.69,26.54,115,121
P1,2024-03-28,15.48,27.70,29.11,178,120
P1,2024-03-29,15.48,28.54,26.11,73,99
P1,2024-03-30,15.48,25.44,26.14,26,180
P1,2024-03-31,15.48,26.60,30.19,135,152
P1,2024-04-01,15.48,28.49,27.32,67,107
P1,2024-04-02,15.48,28.39,30.52,65,106
P1,2024-04-03,15.48,28.03,26.89,136,118
P1,2024-04-04,15.48,28.78,29.83,74,104
P1,2024-04-05,15.48,27.99,30.89,168,112
P1,2024-04-06,15.48,30.95,30.44,94,47
P1,2024-04-07,15.48,29.05,29.67,88,88
P1,2024-04-08,15.48,27.03,28.02,109,137
P1,2024-04-09,15.48,28.41,30.33,100,107
P1,2024-04-10,15.48,28.10,26.96,74,111
P1,2024-04-11,15.48,28.78,25.97,81,96
P1,2024-04-12,15.48,27.64,29.93,105,128
P1,2024-04-13,15.48,27.80,26.30,20,122
P1,2024-04-14,15.48,28.57,26.22,126,104
P1,2024-04-15,15.48,30.11,26.10,61,65
P1,2024-04-16,15.48,30.68,28.01,197,51
P1,2024-04-17,15.48,25.73,26.64,182,171
P1,2024-04-18,15.48,27.72,27.60,84,119
P1,2024-04-19,15.48,27.98,26.19,34,112
P1,2024-04-20,15.48,25.82,28.25,136,167
P1,2024-04-21,15.48,27.21,25.42,155,140
P1,2024-04-22,15.48,28.26,26.18,106,111
P1,2024-04-23,15.48,27.94,26.11,107,113
P1,2024-04-24,15.48,30.23,26.15,169,61
P1,2024-04-25,15.48,25.66,28.28,110,170
P1,2024-04-26,15.48,26.19,27.44,27,156
P1,2024-04-27,15.48,27.97,26.27,183,115
P1,2024-04-28,15.48,27.86,28.92,111,118
P1,2024-04-29,15.48,28.70,25.68,52,96
P1,2024-04-30,15.48,25.53,30.84,126,178
P1,2024-05-01,15.48,27.74,28.90,71,126
P1,2024-05-02,15.48,27.24,25.73,150,130
P1,2024-05-03,15.48,27.98,25.59,113,111
P1,2024-05-04,15.48,29.59,29.77,105,73
P1,2024-05-05,15.48,28.92,27.30,88,91
P1,2024-05-06,15.48,29.50,28.88,148,83
P1,2024-05-07,15.48,30.94,29.32,171,45
P1,2024-05-08,15.48,26.43,30.92,113,151
P1,2024-05-09,15.48,29.76,27.48,158,67
P1,2024-05-10,15.48,27.82,28.97,62,117
P1,2024-05-11,15.48,28.04,28.80,40,113
P1,2024-05-12,15.48,29.37,27.30,41,84
P1,2024-05-13,15.48,25.31,28.42,21,179
P1,2024-05-14,15.48,24.30,28.74,29,208
P1,2024-05-15,15.48,28.72,25.78,34,99
P1,2024-05-16,15.48,25.71,30.87,182,170
P1,2024-05-17,15.48,25.38,26.39,128,175
P1,2024-05-18,15.48,28.92,25.45,177,93
P1,2024-05-19,15.48,26.03,28.80,118,165
P1,2024-05-20,15.48,27.88,27.82,41,116
P1,2024-05-21,15.48,28.99,26.49,186,90
P1,2024-05-22,15.48,27.66,30.10,187,122
P1,2024-05-23,15.48,30.89,27.98,146,46
P1,2024-05-24,15.48,29.72,27.09,81,75
P1,2024-05-25,15.48,29.89,29.23,153,68
P1,2024-05-26,15.48,28.39,26.03,178,106
P1,2024-05-27,15.48,25.78,27.88,140,164
P1,2024-05-28,15.48,29.08,29.92,37,92
P1,2024-05-29,15.48,29.98,29.24,178,65
P1,2024-05-30,15.48,30.98,25.96,129,41
P1,2024-05-31,15.48,25.97,30.68,195,164
P1,2024-06-01,15.48,29.16,26.43,110,79
P1,2024-06-02,15.48,27.40,27.27,83,125
P1,2024-06-03,15.48,27.28,25.85,39,121
P1,2024-06-04,15.48,23.76,25.94,124,211
P1,2024-06-05,15.48,24.04,27.29,20,210
P1,2024-06-06,15.48,29.73,29.24,172,73
P1,2024-06-07,15.48,29.37,25.87,134,81
P1,2024-06-08,15.48,27.87,26.51,152,113
P1,2024-06-09,15.48,27.39,26.15,188,123
P1,2024-06-10,15.48,26.55,25.83,125,142
P1,2024-06-11,15.48,30.93,27.04,136,34
P1,2024-06-12,15.48,28.82,27.73,138,93
P1,2024-06-13,15.48,25.89,26.89,104,155
P1,2024-06-14,15.48,29.75,29.76,22,66
P1,2024-06-15,15.48,27.00,27.82,145,138
P1,2024-06-16,15.48,26.59,29.38,29,143
P1,2024-06-17,15.48,25.57,28.00,97,169
P1,2024-06-18,15.48,29.43,31.04,188,70
P1,2024-06-19,15.48,27.74,27.85,89,117
P1,2024-06-20,15.48,31.25,30.34,116,34
P1,2024-06-21,15.48,26.98,26.11,169,137
P1,2024-06-22,15.48,28.26,30.81,111,101
P1,2024-06-23,15.48,26.72,26.13,194,146
P1,2024-06-24,15.48,26.66,28.28,112,138
P1,2024-06-25,15.48,27.72,30.86,156,118
P1,2024-06-26,15.48,28.35,30.56,185,100
P1,2024-06-27,15.48,27.94,28.10,152,112
P1,2024-06-28,15.48,29.23,27.72,128,78
P1,2024-06-29,15.48,26.06,29.22,142,161
P1,2024-06-30,15.48,29.71,27.63,112,67
P1,2024-07-01,15.48,30.55,29.61,177,45
P1,2024-07-02,15.48,27.21,28.96,65,131
P1,2024-07-03,15.48,28.82,28.31,68,86
P1,2024-07-04,15.48,27.93,25.57,77,104
P1,2024-07-05,15.48,27.51,25.55,160,117
P1,2024-07-06,15.48,27.09,29.17,23,122
P1,2024-07-07,15.48,29.07,27.26,63,79
P1,2024-07-08,15.48,25.67,27.45,147,163
P1,2024-07-09,15.48,29.97,26.06,79,57
P1,2024-07-10,15.48,30.11,30.08,141,52
P1,2024-07-11,15.48,28.20,27.32,154,98
P1,2024-07-12,15.48,29.15,25.98,49,75
P1,2024-07-13,15.48,26.88,28.62,49,133
P1,2024-07-14,15.48,30.75,28.89,180,35
P1,2024-07-15,15.48,29.05,27.96,199,81
P1,2024-07-16,15.48,29.04,28.29,101,80
P1,2024-07-17,15.48,26.67,25.60,120,140
P1,2024-07-18,15.48,27.61,28.19,182,112
P1,2024-07-19,15.48,28.90,25.81,182,84
P1,2024-07-20,15.48,28.06,30.48,191,102
P1,2024-07-21,15.48,27.29,27.51,103,121
P1,2024-07-22,15.48,28.15,27.10,169,97
P1,2024-07-23,15.48,28.89,29.97,110,80
P1,2024-07-24,15.48,24.44,27.15,69,195
P1,2024-07-25,15.48,26.26,28.44,46,148
P1,2024-07-26,15.48,26.01,25.92,52,150
P1,2024-07-27,15.48,28.44,29.13,144,90
P1,2024-07-28,15.48,29.13,26.16,184,78
P1,2024-07-29,15.48,28.70,25.75,144,87
P1,2024-07-30,15.48,27.85,26.17,147,109
P1,2024-07-31,15.48,28.65,29.16,107,84
P1,2024-08-01,15.48,28.40,26.02,188,92
P1,2024-08-02,15.48,32.40,30.78,68,0
P1,2024-08-03,15.48,28.85,26.92,84,81
P1,2024-08-04,15.48,28.21,25.50,72,98
P1,2024-08-05,15.48,23.17,30.62,99,212
P1,2024-08-06,15.48,28.69,27.68,144,88
P1,2024-08-07,15.48,28.41,28.85,76,87
P1,2024-08-08,15.48,27.14,27.62,126,125
P1,2024-08-09,15.48,26.16,25.64,50,144
P1,2024-08-10,15.48,29.12,25.42,93,74
P1,2024-08-11,15.48,26.57,27.36,188,132
P1,2024-08-12,15.48,24.44,29.62,147,185
P1,2024-08-13,15.48,28.14,28.68,66,95
P1,2024-08-14,15.48,29.73,28.40,62,60
P1,2024-08-15,15.48,29.09,25.61,195,80
P1,2024-08-16,15.48,28.95,29.39,193,81
P1,2024-08-17,15.48,28.19,29.43,70,92
P1,2024-08-18,15.48,27.14,25.69,128,121
P1,2024-08-19,15.48,28.85,25.76,97,81
P1,2024-08-20,15.48,31.66,28.74,194,9
P1,2024-08-21,15.48,26.69,26.79,172,132
P1,2024-08-22,15.48,27.82,27.13,194,100
P1,2024-08-23,15.48,27.89,29.86,126,96
P1,2024-08-24,15.48,28.07,30.33,167,100
P1,2024-08-25,15.48,29.69,26.40,22,57
P1,2024-08-26,15.48,27.76,28.10,181,107
P1,2024-08-27,15.48,26.33,30.57,193,140
P1,2024-08-28,15.48,28.52,28.93,184,87
P1,2024-08-29,15.48,29.25,25.60,116,75
P1,2024-08-30,15.48,27.46,27.64,190,112
P1,2024-08-31,15.48,28.99,26.55,39,77
P1,2024-09-01,15.48,29.93,26.04,198,47
P1,2024-09-02,15.48,29.58,28.75,69,64
P1,2024-09-03,15.48,31.35,28.19,84,13
P1,2024-09-04,15.48,28.10,25.99,60,93
P1,2024-09-05,15.48,29.22,29.92,68,69
P1,2024-09-06,15.48,28.37,30.04,52,90
P1,2024-09-07,15.48,29.29,29.64,89,65
P1,2024-09-08,15.48,25.21,26.91,169,159
P1,2024-09-09,15.48,27.50,28.23,132,107
P1,2024-09-10,15.48,28.75,30.83,20,85
P1,2024-09-11,15.48,27.83,26.95,140,104
P1,2024-09-12,15.48,28.80,31.01,183,75
P1,2024-09-13,15.48,28.90,26.24,105,80
P1,2024-09-14,15.48,27.22,26.71,156,119
P1,2024-09-15,15.48,28.19,29.34,55,95
P1,2024-09-16,15.48,29.39,29.91,180,64
P1,2024-09-17,15.48,28.48,29.90,38,84
P1,2024-09-18,15.48,29.87,28.99,99,50
P1,2024-09-19,15.48,27.61,26.66,177,108
P1,2024-09-20,15.48,27.66,26.51,73,107
P1,2024-09-21,15.48,28.98,29.50,77,71
P1,2024-09-22,15.48,27.22,27.07,61,113
P1,2024-09-23,15.48,24.72,28.00,61,176
P1,2024-09-24,15.48,27.87,29.67,171,96
P1,2024-09-25,15.48,26.23,28.24,188,136
P1,2024-09-26,15.48,29.75,28.21,39,52
P1,2024-09-27,15.48,26.42,29.52,82,133
P1,2024-09-28,15.48,28.91,29.22,109,74
P1,2024-09-29,15.48,25.46,30.51,85,154
P1,2024-09-30,15.48,24.78,28.03,189,174
P1,2024-10-01,15.48,27.40,27.53,164,107
P1,2024-10-02,15.48,29.49,27.44,90,56
P1,2024-10-03,15.48,26.22,30.08,196,139
P1,2024-10-04,15.48,28.33,28.32,198,82
P1,2024-10-05,15.48,29.27,28.75,126,63
P1,2024-10-06,15.48,29.13,28.68,172,70
P1,2024-10-07,15.48,27.01,27.57,190,114
P1,2024-10-08,15.48,27.97,30.80,123,91
P1,2024-10-09,15.48,30.93,28.20,175,22
P1,2024-10-10,15.48,29.63,25.99,57,61
P1,2024-10-11,15.48,30.19,26.65,178,42
P1,2024-10-12,15.48,28.54,26.85,34,79
P1,2024-10-13,15.48,25.95,27.92,110,143
P1,2024-10-14,15.48,27.35,28.46,73,110
P1,2024-10-15,15.48,29.04,26.62,23,61
P1,2024-10-16,15.48,27.47,26.60,77,105
P1,2024-10-17,15.48,29.14,27.90,104,68
P1,2024-10-18,15.48,29.44,30.70,162,66
P1,2024-10-19,15.48,28.42,27.68,116,83
P1,2024-10-20,15.48,27.21,25.80,22,112
P1,2024-10-21,15.48,27.62,26.99,50,106
P1,2024-10-22,15.48,27.59,30.97,87,112
P1,2024-10-23,15.48,29.18,26.82,108,66
P1,2024-10-24,15.48,27.99,26.65,142,90
P1,2024-10-25,15.48,28.95,28.31,118,69
P1,2024-10-26,15.48,27.76,28.27,182,98
P1,2024-10-27,15.48,28.07,30.70,77,95
P1,2024-10-28,15.48,25.94,29.82,127,143
P1,2024-10-29,15.48,25.95,29.67,90,144
P1,2024-10-30,15.48,29.85,28.21,58,50
P1,2024-10-31,15.48,27.67,30.28,150,102
P1,2024-11-01,15.48,27.49,30.07,29,107
P1,2024-11-02,15.48,28.79,28.42,158,75
P1,2024-11-03,15.48,30.28,27.68,24,39
P1,2024-11-04,15.48,28.27,30.09,170,82
P1,2024-11-05,15.48,27.06,28.11,171,119
P1,2024-11-06,15.48,25.17,29.42,131,162
P1,2024-11-07,15.48,28.85,26.14,190,77
P1,2024-11-08,15.48,28.02,28.21,120,95
P1,2024-11-09,15.48,28.31,27.11,99,83
P1,2024-11-10,15.48,28.54,28.26,92,84
P1,2024-11-11,15.48,27.75,25.90,183,98
P1,2024-11-12,15.48,27.65,27.33,88,106
P1,2024-11-13,15.48,29.66,29.69,158,55
P1,2024-11-14,15.48,28.30,28.00,96,92
P1,2024-11-15,15.48,29.06,25.87,54,71
P1,2024-11-16,15.48,27.38,25.45,48,109
P1,2024-11-17,15.48,30.17,28.64,38,46
P1,2024-11-18,15.48,29.93,25.50,36,46
P1,2024-11-19,15.48,27.03,28.01,140,117
P1,2024-11-20,15.48,29.31,29.24,28,68
P1,2024-11-21,15.48,29.57,30.79,118,60
P1,2024-11-22,15.48,27.18,29.10,140,117
P1,2024-11-23,15.48,27.19,29.53,61,116
P1,2024-11-24,15.48,27.01,29.88,163,124
P1,2024-11-25,15.48,27.23,30.72,116,111
P1,2024-11-26,15.48,28.71,27.37,157,81
P1,2024-11-27,15.48,27.44,27.05,158,108
P1,2024-11-28,15.48,27.26,30.19,152,113
P1,2024-11-29,15.48,29.91,26.80,195,52
P1,2024-11-30,15.48,27.67,28.21,173,100
P1,2024-12-01,15.48,28.57,26.27,102,85
P1,2024-12-02,15.48,27.81,27.89,89,103
P1,2024-12-03,15.48,29.13,26.81,85,71
P1,2024-12-04,15.48,27.23,28.29,62,123
P1,2024-12-05,15.48,26.14,30.30,57,149
P1,2024-12-06,15.48,23.86,29.99,143,198
P1,2024-12-07,15.48,28.64,29.27,105,86
P1,2024-12-08,15.48,28.98,26.66,94,74
P1,2024-12-09,15.48,28.53,29.71,102,86
P1,2024-12-10,15.48,29.80,30.17,80,58
P1,2024-12-11,15.48,30.25,26.34,195,45
P1,2024-12-12,15.48,28.23,29.05,133,95
P1,2024-12-13,15.48,29.40,29.87,179,64
P1,2024-12-14,15.48,28.90,27.48,124,79
P1,2024-12-15,15.48,28.08,28.48,75,97
P1,2024-12-16,15.48,28.27,28.44,64,93
P1,2024-12-17,15.48,26.86,27.38,149,127
P1,2024-12-18,15.48,26.00,30.71,38,151
P1,2024-12-19,15.48,29.28,26.22,130,71
P1,2024-12-20,15.48,26.92,29.95,175,127
P1,2024-12-21,15.48,29.15,27.29,46,78
P1,2024-12-22,15.48,25.84,29.43,29,153
P1,2024-12-23,15.48,27.63,28.88,96,107
P1,2024-12-24,15.48,28.22,28.14,67,87
P1,2024-12-25,15.48,27.46,29.24,24,114
P1,2024-12-26,15.48,28.07,25.62,55,103
P1,2024-12-27,15.48,29.34,26.29,73,68
P1,2024-12-28,15.48,28.37,28.76,137,93
P1,2024-12-29,15.48,26.34,26.65,188,142
P1,2024-12-30,15.48,29.35,26.25,32,70
P2,2024-01-01,47.45,70.51,67.06,87,78
P2,2024-01-02,47.45,71.12,68.37,123,69
P2,2024-01-03,47.45,69.57,69.75,62,95
P2,2024-01-04,47.45,69.33,74.19,79,102
P2,2024-01-05,47.45,68.51,64.66,106,113
P2,2024-01-06,47.45,73.49,73.38,78,17
P2,2024-01-07,47.45,69.90,68.29,158,88
P2,2024-01-08,47.45,67.50,64.42,80,134
P2,2024-01-09,47.45,68.76,68.48,125,105
P2,2024-01-10,47.45,70.74,64.02,149,71
P2,2024-01-11,47.45,72.62,75.60,165,38
P2,2024-01-12,47.45,68.67,65.00,138,112
P2,2024-01-13,47.45,73.66,67.94,85,17
P2,2024-01-14,47.45,68.12,73.58,116,121
P2,2024-01-15,47.45,69.91,72.73,160,87
P2,2024-01-16,47.45,68.52,65.70,20,113
P2,2024-01-17,47.45,67.58,72.14,42,127
P2,2024-01-18,47.45,66.83,68.40,177,144
P2,2024-01-19,47.45,69.47,68.27,95,97
P2,2024-01-20,47.45,70.52,76.15,51,76
P2,2024-01-21,47.45,70.05,62.79,39,87
P2,2024-01-22,47.45,70.04,72.27,86,83
P2,2024-01-23,47.45,70.71,63.54,190,69
P2,2024-01-24,47.45,72.11,75.96,136,47
P2,2024-01-25,47.45,68.77,76.13,22,110
P2,2024-01-26,47.45,65.33,71.03,77,175
P2,2024-01-27,47.45,68.59,68.28,84,110
P2,2024-01-28,47.45,72.23,73.71,144,48
P2,2024-01-29,47.45,69.46,74.99,44,96
P2,2024-01-30,47.45,70.29,68.46,125,81
P2,2024-01-31,47.45,70.68,73.12,41,79
P2,2024-02-01,47.45,67.56,62.70,65,137
P2,2024-02-02,47.45,68.78,64.44,42,120
P2,2024-02-03,47.45,70.97,66.20,98,76
P2,2024-02-04,47.45,66.52,62.63,181,158
P2,2024-02-05,47.45,67.23,69.20,87,138
P2,2024-02-06,47.45,69.37,65.50,47,100
P2,2024-02-07,47.45,68.01,71.76,164,130
P2,2024-02-08,47.45,69.62,67.45,35,94
P2,2024-02-09,47.45,68.51,67.00,192,117
P2,2024-02-10,47.45,69.81,63.02,160,97
P2,2024-02-11,47.45,68.42,64.24,42,121
P2,2024-02-12,47.45,69.35,75.29,187,105
P2,2024-02-13,47.45,68.23,71.54,170,119
P2,2024-02-14,47.45,68.56,70.51,89,116
P2,2024-02-15,47.45,68.25,65.33,101,123
P2,2024-02-16,47.45,68.20,67.37,93,124
P2,2024-02-17,47.45,70.45,72.34,26,81
P2,2024-02-18,47.45,67.94,67.81,50,128
P2,2024-02-19,47.45,69.52,63.28,155,101
P2,2024-02-20,47.45,71.00,69.16,182,68
P2,2024-02-21,47.45,70.34,69.70,84,89
P2,2024-02-22,47.45,71.03,73.57,107,73
P2,2024-02-23,47.45,67.40,69.70,127,138
P2,2024-02-24,47.45,65.99,63.80,146,171
P2,2024-02-25,47.45,70.22,63.76,31,86
P2,2024-02-26,47.45,68.94,69.90,49,111
P2,2024-02-27,47.45,68.73,64.56,74,117
P2,2024-02-28,47.45,69.36,62.60,103,107
P2,2024-02-29,47.45,69.28,67.80,113,102
P2,2024-03-01,47.45,70.66,75.70,188,80
P2,2024-03-02,47.45,69.10,67.29,65,112
P2,2024-03-03,47.45,66.80,75.51,79,157
P2,2024-03-04,47.45,69.60,65.80,59,100
P2,2024-03-05,47.45,70.45,75.49,96,83
P2,2024-03-06,47.45,71.87,66.97,84,58
P2,2024-03-07,47.45,67.66,64.43,135,140
P2,2024-03-08,47.45,68.72,66.25,64,115
P2,2024-03-09,47.45,69.05,73.84,87,107
P2,2024-03-10,47.45,69.10,71.00,63,116
P2,2024-03-11,47.45,67.81,75.15,65,137
P2,2024-03-12,47.45,67.96,76.04,120,134
P2,2024-03-13,47.45,71.13,65.70,54,71
P2,2024-03-14,47.45,67.21,65.16,99,151
P2,2024-03-15,47.45,69.98,68.74,121,92
P2,2024-03-16,47.45,70.45,67.60,65,79
P2,2024-03-17,47.45,69.37,68.17,153,105
P2,2024-03-18,47.45,69.95,65.01,122,97
P2,2024-03-19,47.45,71.13,72.63,105,81
P2,2024-03-20,47.45,68.36,75.23,187,123
P2,2024-03-21,47.45,70.06,63.20,109,96
P2,2024-03-22,47.45,69.33,74.97,41,108
P2,2024-03-23,47.45,66.18,63.39,45,167
P2,2024-03-24,47.45,68.40,71.15,67,118
P2,2024-03-25,47.45,70.16,71.39,132,92
P2,2024-03-26,47.45,67.98,67.37,40,132
P2,2024-03-27,47.45,68.26,75.16,131,125
P2,2024-03-28,47.45,69.41,73.34,95,105
P2,2024-03-29,47.45,70.52,65.22,85,82
P2,2024-03-30,47.45,67.84,67.46,81,136
P2,2024-03-31,47.45,70.58,65.13,47,81
P2,2024-04-01,47.45,70.83,69.51,66,81
P2,2024-04-02,47.45,68.62,68.74,161,124
P2,2024-04-03,47.45,70.32,67.67,145,90
P2,2024-04-04,47.45,69.35,64.57,41,109
P2,2024-04-05,47.45,71.98,68.08,60,54
P2,2024-04-06,47.45,68.34,69.42,48,127
P2,2024-04-07,47.45,65.96,75.13,116,175
P2,2024-04-08,47.45,71.06,66.77,20,74
P2,2024-04-09,47.45,70.54,65.00,157,83
P2,2024-04-10,47.45,70.14,70.02,121,92
P2,2024-04-11,47.45,66.91,72.56,152,154
P2,2024-04-12,47.45,68.16,63.31,80,130
P2,2024-04-13,47.45,69.54,70.74,76,102
P2,2024-04-14,47.45,69.57,76.03,196,101
P2,2024-04-15,47.45,69.71,69.82,140,105
P2,2024-04-16,47.45,69.11,69.54,87,106
P2,2024-04-17,47.45,71.04,63.79,194,73
P2,2024-04-18,47.45,66.09,63.43,123,170
P2,2024-04-19,47.45,70.61,69.04,45,83
P2,2024-04-20,47.45,70.45,68.73,58,91
P2,2024-04-21,47.45,69.99,69.99,24,97
P2,2024-04-22,47.45,67.32,67.63,34,143
P2,2024-04-23,47.45,69.42,64.54,196,100
P2,2024-04-24,47.45,66.53,71.60,122,166
P2,2024-04-25,47.45,67.68,62.86,88,143
P2,2024-04-26,47.45,69.00,64.72,119,112
P2,2024-04-27,47.45,68.32,64.07,146,129
P2,2024-04-28,47.45,70.10,67.42,160,93
P2,2024-04-29,47.45,69.19,62.80,37,119
P2,2024-04-30,47.45,66.42,62.57,88,163
P2,2024-05-01,47.45,67.99,67.01,153,133
P2,2024-05-02,47.45,68.95,64.42,112,108
P2,2024-05-03,47.45,67.21,63.97,190,146
P2,2024-05-04,47.45,67.87,68.35,127,133
P2,2024-05-05,47.45,71.87,70.75,177,58
P2,2024-05-06,47.45,70.45,62.67,32,79
P2,2024-05-07,47.45,70.97,73.10,33,77
P2,2024-05-08,47.45,67.75,68.63,136,131
P2,2024-05-09,47.45,71.53,71.63,50,67
P2,2024-05-10,47.45,66.64,64.27,150,159
P2,2024-05-11,47.45,68.99,74.51,46,113
P2,2024-05-12,47.45,69.60,67.54,58,97
P2,2024-05-13,47.45,70.52,75.65,110,84
P2,2024-05-14,47.45,70.42,71.61,69,85
P2,2024-05-15,47.45,66.22,75.09,198,165
P2,2024-05-16,47.45,70.78,70.99,127,77
P2,2024-05-17,47.45,72.92,70.13,104,36
P2,2024-05-18,47.45,69.80,65.22,179,96
P2,2024-05-19,47.45,72.03,72.88,164,55
P2,2024-05-20,47.45,69.49,68.35,198,100
P2,2024-05-21,47.45,68.68,63.73,35,122
P2,2024-05-22,47.45,69.51,65.60,57,98
P2,2024-05-23,47.45,69.48,73.39,89,104
P2,2024-05-24,47.45,67.97,62.36,81,134
P2,2024-05-25,47.45,66.43,70.46,98,164
P2,2024-05-26,47.45,68.06,70.38,154,124
P2,2024-05-27,47.45,68.10,66.63,194,127
P2,2024-05-28,47.45,69.16,66.54,163,110
P2,2024-05-29,47.45,71.73,66.07,45,61
P2,2024-05-30,47.45,69.24,76.10,31,104
P2,2024-05-31,47.45,67.39,66.87,73,145
P2,2024-06-01,47.45,67.42,68.08,54,141
P2,2024-06-02,47.45,71.02,73.90,70,73
P2,2024-06-03,47.45,67.92,67.94,104,132
P2,2024-06-04,47.45,67.60,66.85,172,130
P2,2024-06-05,47.45,68.94,69.95,124,108
P2,2024-06-06,47.45,65.45,74.80,152,175
P2,2024-06-07,47.45,66.26,70.84,65,163
P2,2024-06-08,47.45,69.05,66.93,34,105
P2,2024-06-09,47.45,68.62,68.03,198,115
P2,2024-06-10,47.45,71.47,74.86,94,61
P2,2024-06-11,47.45,67.82,69.12,164,133
P2,2024-06-12,47.45,68.81,67.44,196,108
P2,2024-06-13,47.45,68.60,71.78,82,119
P2,2024-06-14,47.45,68.72,63.64,178,116
P2,2024-06-15,47.45,69.05,67.51,112,112
P2,2024-06-16,47.45,70.52,67.88,99,79
P2,2024-06-17,47.45,71.22,68.18,152,72
P2,2024-06-18,47.45,70.72,69.40,85,77
